id,text,n_crop,n_disease,n_medicine
517-2,肥害/n_disease 或/c 药害/n_new 等/udeng 外力/n 损伤造成/n_new 的/ude1 ，不是/c 炭疽病/n_disease 危害/vn 。/wj 可/v 选用/v 益/dg 沛/ag 蔬/ng 复合/n_new 微生物菌剂/n_medicine 或/c 阿泰灵/nr 等/udeng 喷施/n_new 缓解/n_new 。/wj ,[],"['肥害', '炭疽病']",['微生物菌剂']
517-3,用药不当/n_disease ，叶面喷施/n_new 碧护/n_medicine 或/c 芸苔素内酯/n_medicine 缓解/n_new 。/wj ,[],['用药不当'],"['碧护', '芸苔素内酯']"
518-1,土壤环境/n_new 差/a 根系发育不良/n_disease 冲施/n_new 腐/vg 殖/w 酸/a 枯草芽孢杆菌/n_disease ,[],"['根系发育不良', '枯草芽孢杆菌']",[]
518-2,白粉病/n_disease 危害/vn ，可/c 选用/v 绿妃/n_medicine 或/c 健达/nr 等/udeng 喷施防治/n_new 。/wj ,[],['白粉病'],['绿妃']
518-3,叶斑病/n_disease ，建议/v 噻菌铜/n_medicine 加/v 嘧菌酯/n_medicine 、/wn 腈菌唑/n_medicine 、/wn 苯醚甲环唑/n_medicine 或者/c 醚菌酯/n_medicine 喷雾/n_new 防治/vn 。/wj ,[],['叶斑病'],"['噻菌铜', '嘧菌酯', '腈菌唑', '苯醚甲环唑', '醚菌酯']"
519-1,建议检查/n_new 下/vf 根系/n ，预防/n_new 根腐病/n_disease ，大面积/d 考虑/n_new 生理性/n_new 的/ude1 ，喷/v 氨基酸叶面肥/n_medicine ，重视/v 根系/n 维护/v ，,[],['根腐病'],['氨基酸叶面肥']
519-2,根系/n 生长/v 不良/a ，冲施/n_new 腐/vg 殖/w 酸/a 十枯草芽孢杆菌/n_disease 促进根系生长/n_new ，叶面喷施/n_new 氨基酸/n_medicine 十磷酸二氢钾/n_medicine 。/wj ,[],['十枯草芽孢杆菌'],"['氨基酸', '十磷酸二氢钾']"
519-3,根腐病/n_disease 用/v 甲霜恶霉灵/n_medicine 枯草芽孢杆菌/n_disease 灌根/n_new ,[],"['根腐病', '枯草芽孢杆菌']",['甲霜恶霉灵']
520-1,缺硼/n_disease 和/cc 磷/n ，注意/v 平衡/an 施肥/vi ，叶面喷施/n_new 磷酸二氢钾/n_medicine 和/cc 速乐硼/n_medicine 。/wj ,[],['缺硼'],"['磷酸二氢钾', '速乐硼']"
520-2,紫斑病/n_disease 叶面喷施/n_new 磷酸/n 二氢/n 钾肥/n_medicine 缓解/n_new ,[],['紫斑病'],['钾肥']
520-3,纹裂果/n_disease 是/vshi 缺硼/n_disease 造成/v 的/ude1 。/wj 建议/n 喷施/n_new 糖/n 醇/ag 硼/n 或/c 冲施/n_new 速乐硼/n_medicine 防治/vn 。/wj ,[],"['纹裂果', '缺硼']",['速乐硼']
521-1,辣椒/n_crop 炭疽病/n_disease ，用/p 苯醚甲环唑/n_medicine ，咪鲜胺锰盐/n_medicine ，腐霉利/n_medicine ，氟硅唑/n_medicine ，啶氧菌酯/n_medicine ，吡唑嘧菌酯/n_medicine 等/udeng 药剂/n 交替使用/n_new 喷雾/n_new 防治/vn 。/wj ,['辣椒'],['炭疽病'],"['苯醚甲环唑', '咪鲜胺锰盐', '腐霉利', '氟硅唑', '啶氧菌酯', '吡唑嘧菌酯']"
521-2,炭疽病/n_disease ，可用/v 甲/Mg 硫/n ·/w 异菌脲/n_medicine 、/wn 咪/ng 鲜/a ·/w 丙森锌/n_medicine 、/wn 腈菌唑/n_medicine 、/wn 肟/w 菌/n ·/w 戊唑醇/n_medicine 、/wn 唑/x 醚/n ·/w 代森联/n_medicine 、/wn 苯/n 甲/n ·/w 嘧菌酯/n_medicine 防治/v ,[],['炭疽病'],"['异菌脲', '丙森锌', '腈菌唑', '戊唑醇', '代森联', '嘧菌酯']"
521-3,炭疽病/n_disease 为害/v ，用/p 苯甲溴菌腈/n_medicine ，咪鲜胺锰盐/n_medicine 喷雾/n_new 防治/vn 。/wj ,[],['炭疽病'],"['苯甲溴菌腈', '咪鲜胺锰盐']"
522-1,炭疽病/n_disease 叶面喷施/n_new 阿/b 坨/q 或/c 咪鲜胺/n_medicine 防治/vn ,[],['炭疽病'],['咪鲜胺']
522-2,你好/n_new ，注意/v 疫病/n_disease ，防治/v 可用/v 烯酰吗啉/n_medicine ，氟吗啉/n_medicine ，霜霉威盐酸盐/n_medicine ，霜脲锰锌/n_medicine ，甲/Mg 霜/n 锰锌/n_medicine ，增威/nr2 赢/v 绿/an ，银法利/nrf ，氰霜唑/n_medicine 防治/vn ,[],['疫病'],"['烯酰吗啉', '氟吗啉', '霜霉威盐酸盐', '霜脲锰锌', '锰锌', '氰霜唑']"
522-3,辣椒/n_crop 炭疽病/n_disease ，用/p 苯醚甲环唑/n_medicine ，咪鲜胺锰盐/n_medicine ，腐霉利/n_medicine ，氟硅唑/n_medicine ，啶氧菌酯/n_medicine ，吡唑嘧菌酯/n_medicine 等/udeng 药剂/n 交替使用/n_new 喷雾/n_new 防治/vn 。/wj ,['辣椒'],['炭疽病'],"['苯醚甲环唑', '咪鲜胺锰盐', '腐霉利', '氟硅唑', '啶氧菌酯', '吡唑嘧菌酯']"
523-1,炭疽病/n_disease 和/cc 脐腐病/n_disease ，用/p 苯甲溴菌腈/n_medicine 和/cc 螯合钙/n_medicine 喷雾/n_new 防治/vn 。/wj ,[],"['炭疽病', '脐腐病']","['苯甲溴菌腈', '螯合钙']"
523-2,高/a 氮/n 缺硼/n_disease ，缺钙/n_disease 引起/v ，严重/ad 缺硼/n_disease 造成/v 的/ude1 。/wj 建议/n 注意/v 均匀/ad 浇水/vi ，防止/v 干旱/a 诱/vg 发生/v 理性/n 缺硼/n_disease ，选用/v 糖/n 醇/ag 硼/n 、/wn 速乐硼/n_medicine 等/udeng 喷施/n_new 缓解/n_new 。/wj 同时/c 注意/v 平衡/a 用/p 肥/n ，控氮/n_new ，提前/vd 补充/v 速乐硼/n_medicine ，糖醇钙/n_medicine 喷雾/n_new 。/wj ,[],"['缺硼', '缺钙', '缺硼', '缺硼']","['速乐硼', '速乐硼', '糖醇钙']"
523-3,炭疽病/n_disease 危害/vn ，建议选用/n_new 苯醚甲环唑/n_medicine 、/wn 溴菌腈/n_medicine 、/wn 咪鲜胺/n_medicine 、/wn 啶氧菌酯/n_medicine 等/udeng 喷施防治/n_new 。/wj ,[],['炭疽病'],"['苯醚甲环唑', '溴菌腈', '咪鲜胺', '啶氧菌酯']"
524-1,白粉虱/n_disease 用/p 阿维菌素/n_medicine 啶/x 虫/n 脒/w 烯啶虫胺/n_medicine 吡蚜酮/n_medicine 联苯菊酯/n_medicine ,[],['白粉虱'],"['阿维菌素', '烯啶虫胺', '吡蚜酮', '联苯菊酯']"
524-2,白粉虱/n_disease 危害/v ，建议选用/n_new 烯啶虫胺/n_medicine +联苯菊酯/n_medicine 、/wn 噻虫嗪/n_medicine +高效氯氟氰菊酯/n_medicine 、/wn 螺虫乙酯/n_medicine 等/udeng 配合/v 桔/ng 皮/n 精/a 油/n 喷施防治/n_new 。/wj ,[],['白粉虱'],"['烯啶虫胺', '联苯菊酯', '噻虫嗪', '高效氯氟氰菊酯', '螺虫乙酯']"
524-3,白粉虱/n_disease ，抗药性/n 强/ng ，可以/n_new 用/v 烯啶虫胺/n_medicine ，吡蚜酮/n_medicine ，噻虫嗪/n_medicine ，噻嗪酮/n_medicine ，藜芦碱/n_medicine ，螺虫乙酯/n_medicine 喷雾/n_new 防治/vn 。/wj ,[],['白粉虱'],"['烯啶虫胺', '吡蚜酮', '噻虫嗪', '噻嗪酮', '藜芦碱', '螺虫乙酯']"
525-1,蝇/ng 类/n 用/p 阿维菌素/n_medicine 灭蝇胺/n_medicine ,[],[],"['阿维菌素', '灭蝇胺']"
525-2,蝽象/n_disease 类/q 害虫/n ，建议选用/n_new 烯啶虫胺/n_medicine +联苯菊酯/n_medicine 、/wn 噻虫嗪/n_medicine +高效氯氟氰菊酯/n_medicine 、/wn 螺虫乙酯/n_medicine 等/udeng 配合/v 桔/ng 皮/n 精/a 油/n 喷施防治/n_new 。/wj ,[],['蝽象'],"['烯啶虫胺', '联苯菊酯', '噻虫嗪', '高效氯氟氰菊酯', '螺虫乙酯']"
525-3,蝽象/n_disease ，可以选用/n_new 氯/n 氟/n ·/w 吡虫啉/n_medicine 、/wn 噻虫嗪/n_medicine 、/wn 烯啶虫胺/n_medicine ·/w 吡蚜酮/n_medicine 、/wn 联苯菊酯/n_medicine 加/v 呋/w 虫/n 胺/n 等/udeng 防治/vn ,[],['蝽象'],"['吡虫啉', '噻虫嗪', '烯啶虫胺', '吡蚜酮', '联苯菊酯']"
526-1,-/wp 药害/n_new 或/c 温度/n_new 不适/a 造成/v 的/ude1 气害/n_disease ；/wf 病害表现/n_disease ：/wp 叶片卷曲/n_disease 或/c 灼伤/n_disease 受害/vi 严重/a ；/wf 防治方法/n_new ：/wp 用/v 碧护/n_medicine 1000倍加/d 磷酸二氢钾/n_medicine 500倍/q ，芸苔素内酯/n_medicine 1500倍/q ,[],"['气害', '病害表现', '叶片卷曲', '灼伤']","['碧护', '磷酸二氢钾', '芸苔素内酯']"
526-2,检查/n_new 有/vyou 没/d 有/vyou 虫子/n ，蓟马/n_disease 咬/vi 伤/v ,[],['蓟马'],[]
526-3,高温气害/n_disease 或者/c 药害/n_new   叶面喷施/n_new 磷酸二氢钾/n_medicine 和/cc 芸苔素/n_medicine 缓解/n_new ,[],['高温气害'],"['磷酸二氢钾', '芸苔素']"
527-1,你好/n_new ，蓟马/n_disease 危害/vn ，白粉虱/n_disease 危害/v ，防治/v 烯啶虫胺/n_medicine ，联苯菊酯/n_medicine ，噻虫嗪/n_medicine ，高氯/n_new ，乙基多杀菌素/n_medicine 。/wj 艾美乐/nr 或者/c 艾绿士/nr 或者/c 特/ag 福利/n 。/wj ,[],"['蓟马', '白粉虱']","['烯啶虫胺', '联苯菊酯', '噻虫嗪', '乙基多杀菌素']"
527-2,病毒病/n_disease ，用/p 宁南霉素/n_medicine ，氨基寡糖素/n_medicine ，香菇/n 多糖/n_new ，盐酸吗啉胍/n_medicine 等/v 防治/vn 。/wj ,[],['病毒病'],"['宁南霉素', '氨基寡糖素', '盐酸吗啉胍']"
527-3,药害/n_new ，可/c 选用/v 益/dg 沛/ag 蔬/ng 复合/n_new 微生物菌剂/n_medicine 或/c 阿泰灵/nr 等/udeng 喷施/n_new 缓解/n_new 。/wj ,[],[],['微生物菌剂']
528-1,考虑/n_new 湿度/n 过大/n_new 引起/v ，可以/n_new 用/p 高/a 渗/v 乙蒜素/n_medicine ，或者/c 氯溴异氰尿酸/n_medicine ，春雷王铜/n_medicine ，氢氧化铜/n_medicine 春雷霉素/n_medicine 复配/n_new ,[],[],"['乙蒜素', '氯溴异氰尿酸', '春雷王铜', '氢氧化铜', '春雷霉素']"
528-2,高/a 湿/a     可用/v 乙蒜素/n_medicine 可杀得/n_medicine 噻唑锌/n_medicine ,[],[],"['乙蒜素', '可杀得', '噻唑锌']"
528-3,用药不当/n_disease 导致/v 的/ude1 喷施/n_new 碧护/n_medicine 缓解/n_new ,[],['用药不当'],['碧护']
529-1,药害/n_new ，叶面喷施/n_new 氨基酸/n_medicine 十芸苔素/n_medicine 或/c 碧护/n_medicine 缓解/n_new 。/wj ,[],[],"['氨基酸', '十芸苔素', '碧护']"
529-3,图片显示/n_new 是/vshi 施药不当/n_disease 造成/v 的/ude1 药害/n_new 。/wj 可/v 选用/v 益/dg 沛/ag 蔬/ng 复合/n_new 微生物菌剂/n_medicine 或/c 阿泰灵/nr 等/udeng 喷施/n_new 缓解/n_new 。/wj ,[],['施药不当'],['微生物菌剂']
530-1,你好/n_new ，注意/v 细菌性病害/n_disease ，防治/v 可/v 用/p 10%中/f 生菌素/n_medicine 1000倍/q 液/ng 3%噻/w 霉/n 酮/w 750倍/q 液/ng 77%氢氧化铜/n_medicine 800倍/q 液/ng 20%噻/w 锉/n 锌/n 750倍/q 液/ng ，喹啉铜/n_medicine ，春雷王铜/n_medicine 交替用药/n_new ,[],['细菌性病害'],"['生菌素', '氢氧化铜', '喹啉铜', '春雷王铜']"
530-2,肥害/n_disease 或/c 药害/n_new 等/udeng 外力/n 损伤造成/n_new 的/ude1 ，不/d 是/vshi 病菌/n 性病/n 害/n 。/wj 可/v 选用/v 益/dg 沛/ag 蔬/ng 复合/n_new 微生物菌剂/n_medicine 或/c 阿泰灵/nr 等/udeng 喷施/n_new 缓解/n_new 。/wj ,[],['肥害'],['微生物菌剂']
530-3,细菌性/n_medicine 的/ude1 病/n 用/p 喹啉铜/n_medicine 或/c 多抗霉素/n_medicine 或/c 琥胶肥酸铜/n_medicine 或/c 春雷霉素/n_medicine ，中/f 生菌素/n_medicine ，用药/n_new 做/v 好/a 二次/qv 稀释/vn ，现/tg 用/v 现/tg 配/v ,[],[],"['细菌性', '喹啉铜', '多抗霉素', '琥胶肥酸铜', '春雷霉素', '生菌素']"
531-1,畸形果/n_disease ，主要/d 是/vshi 温度/n_new 过高/n_new 或者/c 过低/n_new 造成/v 的/ude1 花芽分化/n_new 不好/a ，花/v 受精/vi 不良/a ，开/v 花/n 坐果/n_new 时/ng ，温度/n_new 不能/v 太/d 高/a ，缺硼/n_disease ，钙/n 也/d 会/v 导致/v 畸形果/n_disease ，激素过量/n_disease ，减少氮肥用量/n_new ，增加磷/n_new 钾肥/n_medicine ，对于/p 畸形果/n_disease ，预防为主/n_new ，多/ad 注意/v 温度/n_new 不/d 要/v 超过/v 35度/qv ，通过/p 测土/n_new ，补充/v 硼/n 钙/n 等/udeng 元素/n ，发现/v 少量畸形果/n_disease ，可以/n_new 及时/ad 摘除/v ，便于/v 正常/a 果实/n 生长/vn ,[],"['畸形果', '缺硼', '畸形果', '激素过量', '畸形果', '少量畸形果']",['钾肥']
531-2,你好/n_new 畸形果/n_disease 考虑/n_new 花芽分化/n_new 不好/a ，授粉/vi 不好/a ，生长周期/n_new 温度/n_new 忽/d 高/a 忽/d 低/a ，水肥不均/n_disease ，氮肥/n_medicine 过大/n_new ，缺乏硼钙/n_disease 引起/v 。/wj 注意/v 水肥管理/n_new ，控氮/n_new ，可用/v 磷酸二氢钾/n_medicine 复配/n_new 速乐硼/n_medicine ，糖醇钙/n_medicine 喷雾/n_new 缓解/n_new ，合理疏果/n_new 。/wj ,[],"['畸形果', '水肥不均', '缺乏硼钙']","['氮肥', '磷酸二氢钾', '速乐硼', '糖醇钙']"
532-2,肥害/n_disease 或/c 药害/n_new 等/udeng 外力/n 损伤造成/n_new 的/ude1 ，不/d 是/vshi 病菌/n 性病/n 害/n 。/wj 可/v 选用/v 益/dg 沛/ag 蔬/ng 复合/n_new 微生物菌剂/n_medicine 或/c 阿泰灵/nr 等/udeng 喷施/n_new 缓解/n_new 。/wj ,[],['肥害'],['微生物菌剂']
532-3,考虑温度不适/n_new 或/c 药害/n_new 导致/v 叶面/n 可用/v 碧护/n_medicine +磷酸二氢钾/n_medicine 或/c 氨基酸叶面肥/n_medicine 调节/n_new ,[],[],"['碧护', '磷酸二氢钾', '氨基酸叶面肥']"
533-1,药害/n_new 或/c 温度异常/n_new 叶面喷施/n_new 碧护/n_medicine 加/b 氨基酸/n_medicine 肥/n 缓解/n_new ,[],[],"['碧护', '氨基酸']"
533-2,肥害/n_disease 或/c 药害/n_new 等/udeng 外力/n 损伤造成/n_new 的/ude1 ，不/d 是/vshi 病菌/n 性病/n 害/n 。/wj 可/v 选用/v 益/dg 沛/ag 蔬/ng 复合/n_new 微生物菌剂/n_medicine 或/c 阿泰灵/nr 等/udeng 喷施/n_new 缓解/n_new 。/wj ,[],['肥害'],['微生物菌剂']
533-3,用药不当/n_disease 导致/v 的/ude1 喷施/n_new 碧护/n_medicine 缓解/n_new ,[],['用药不当'],['碧护']
534-1,土壤环境/n_new 差/a 根系发育不良/n_disease 冲施/n_new 腐/vg 殖/w 酸/a 枯草芽孢杆菌/n_disease ,[],"['根系发育不良', '枯草芽孢杆菌']",[]
534-2,根系吸收/n_new 不好/ad 缺素证/n_disease ，冲施/n_new 枯草芽孢杆菌/n_disease 养/v 根系/n 生根/vi ，叶面喷施/n_new 氨基酸/n_medicine 加/v 微量元素/nl 缓解/n_new 下/f ，7到/v 10天/qt 喷施/n_new 一次/qv ,[],"['缺素证', '枯草芽孢杆菌']",['氨基酸']
534-3,回复/n_new 高胜涛/nr ：/wp 有/vyou 没/d 有/vyou 什幺/ry 病害/n ？/ww 可以/n_new 用/p 恶霉灵/n_medicine 给/p 它/rr 消/v 下毒/v 吗/y ？/ww ,[],[],['恶霉灵']
535-1,病毒病/n_disease ，首先/n_new 要/v 防治/vn 蚜虫/n_disease 、/wn 白粉虱/n_disease 、/wn 蓟马/n_disease 、/wn 螨虫/n_disease ，可/c 减少/v 病毒病/n_disease 发生/v 。/wj 可以选用/n_new 盐酸/n_medicine 吗/y 啉/x 呱/w ，宁南霉素/n_medicine 、/wn 吗/y 呱/w 乙酸铜/n_medicine 、/wn 香/n 茹/nr1 多糖/n_new 加功夫/n_new ，阿维菌素/n_medicine ，喷雾/n_new 防治/vn ，间隔/n 5-/wp 7天/qt 再/d 喷/v 一次/qv ，,[],"['病毒病', '蚜虫', '白粉虱', '蓟马', '螨虫', '病毒病']","['盐酸', '宁南霉素', '乙酸铜', '阿维菌素']"
535-2,病毒病/n_disease 用/p 中/b 保/b 阿/b 泰/b 灵/a 辛/nr1 菌/n 马林/nrf 胍/w 氨基寡糖素/n_medicine 宁南霉素/n_medicine 防治/v 虫子/n 传播/v 用/p 阿维菌素/n_medicine 啶/x 虫/n 脒/w 噻虫嗪/n_medicine 螺虫乙酯/n_medicine 联苯菊酯/n_medicine ,[],['病毒病'],"['氨基寡糖素', '宁南霉素', '阿维菌素', '噻虫嗪', '螺虫乙酯', '联苯菊酯']"
535-3,病毒病/n_disease 危害/vn ，建议选用/n_new 阿/b 泰/b 灵/a 、/wn 宁南霉素/n_medicine 、/wn 香菇/n 多糖/n_new 、/wn 氨基寡糖素/n_medicine 等/udeng 喷施防治/n_new 。/wj ,[],['病毒病'],"['宁南霉素', '氨基寡糖素']"
536-1,蓟马/n_disease 为害/v ，用/p 乙基多杀/n_new 霉素/n_new ，螺虫乙酯/n_medicine ，啶/x 虫/n 脒/w ，烯啶虫胺/n_medicine ，噻虫嗪/n_medicine 喷雾/n_new 防治/vn 。/wj ,[],['蓟马'],"['螺虫乙酯', '烯啶虫胺', '噻虫嗪']"
536-2,您好/n_new ，蓟马/n_disease 危害/v 用/v 吡虫啉/n_medicine ，吡/w 蚜/w 蚨/x 虫/n 胺/n ，螺虫乙酯/n_medicine ，烯啶虫胺/n_medicine ，啶/x 虫/n 脒/w ，噻虫嗪/n_medicine ，防治/v ,[],['蓟马'],"['吡虫啉', '螺虫乙酯', '烯啶虫胺', '噻虫嗪']"
536-3,蓟马/n_disease -/wp 虫害/n_disease ；/wf 病害表现/n_disease ：/wp    /w ；/wf 防治方法/n_new ：/wp 可/v 选用/v 2·5％多杀霉素/n_medicine 水/n 乳剂/n 70-/wp 100克/q //w 升/v 60升/q 喷雾/n_new 或/c 10％噻/w 虫/n 螓/w 水/n 分散/v 粒/ng 剂/ng 5000-/wp 6000倍/q 液/ng 或/c 用/p 苯氧威/n_medicine +溴/ng 虫/n 氰/w +唑/x 虫/n 酰胺/n_medicine 喷洒/v ,[],"['蓟马', '虫害', '病害表现']","['多杀霉素', '苯氧威', '酰胺']"
537-1,茶黄螨/n_disease 为害/v ，可用/v 联苯菊酯/n_medicine 、/wn 炔螨特/n_medicine 、/wn 阿维/nrf ·/w 螺螨酯/n_medicine 、/wn 苯/n 丁/ng ·/w 哒螨灵/n_medicine 、/wn 联苯肼酯/n_medicine 防治/v ,[],['茶黄螨'],"['联苯菊酯', '炔螨特', '螺螨酯', '哒螨灵', '联苯肼酯']"
537-2,图片显示/n_new 是/vshi 施药不当/n_disease 造成/v 的/ude1 药害/n_new 。/wj 可/v 选用/v 益/dg 沛/ag 蔬/ng 复合/n_new 微生物菌剂/n_medicine 或/c 阿泰灵/nr 等/udeng 喷施/n_new 缓解/n_new 。/wj ,[],['施药不当'],['微生物菌剂']
537-3,考虑/n_new 用药不当/n_disease 引起/v 的/ude1 药害/n_new ，叶面喷施/n_new 磷酸二氢钾/n_medicine 加/b 氨基酸叶面肥/n_medicine 加芸/nr2 苔/ng 素/ag 或者/c 碧护/n_medicine 缓解/n_new ,[],['用药不当'],"['磷酸二氢钾', '氨基酸叶面肥', '碧护']"
538-1,茶黄螨/n_disease 为害/v ，可用/v 联苯菊酯/n_medicine 、/wn 炔螨特/n_medicine 、/wn 阿维/nrf ·/w 螺螨酯/n_medicine 、/wn 苯/n 丁/ng ·/w 哒螨灵/n_medicine 、/wn 联苯肼酯/n_medicine 防治/v ,[],['茶黄螨'],"['联苯菊酯', '炔螨特', '螺螨酯', '哒螨灵', '联苯肼酯']"
538-2,考虑/n_new 茶黄螨/n_disease 危害/v ，用/p 阿维哒螨灵/n_medicine ，阿维螺螨酯/n_medicine ，螺螨酯/n_medicine ，乙螨唑/n_medicine ，联苯肼酯/n_medicine 等/udeng 交替使用/n_new 喷雾/n_new 防治/vn 。/wj ,[],['茶黄螨'],"['阿维哒螨灵', '阿维螺螨酯', '螺螨酯', '乙螨唑', '联苯肼酯']"
538-3,普遍发生/n_new ，有/vyou 可能/n_new 是/vshi 用药不当/n_disease 或/c 茶黄螨/n_disease 为害/v ，用/v 哒螨灵/n_medicine ，阿维·哒螨灵/n_medicine ，螺螨酯/n_medicine ，乙螨唑/n_medicine ，四螨嗪/n_medicine ，联苯肼酯/n_medicine 喷雾/n_new 防治/vn 。/wj ,[],"['用药不当', '茶黄螨']","['哒螨灵', '哒螨灵', '螺螨酯', '乙螨唑', '四螨嗪', '联苯肼酯']"
539-1,高温气害/n_disease 或/c 用药不当/n_disease ，叶面喷施/n_new 氨基酸/n_medicine 十芸苔素/n_medicine 或/c 碧护/n_medicine 缓解/n_new 。/wj ,[],"['高温气害', '用药不当']","['氨基酸', '十芸苔素', '碧护']"
539-2,不/d 是/vshi 病害/n ，是/vshi 生理性/n_new 温度/n_new 不适/a ，气害/n_disease 药害/n_new 等/udeng 引起/v ，喷药/v 注意浓度/n_new ，高温/n 不要/d 喷施/n_new 药/n 喷/v 施芸/nr 苔/ng 素/ag 氨基酸二轻钾肥/n_medicine 缓解/n_new 生长/v ,[],['气害'],['氨基酸二轻钾肥']
539-3,温度/n_new 不适/a ，用药不当/n_disease ，叶面喷施/n_new 碧护/n_medicine 或/c 芸苔素内酯/n_medicine 缓解/n_new 。/wj ,[],['用药不当'],"['碧护', '芸苔素内酯']"
540-1,可/c 选用/v 益/dg 沛/ag 蔬/ng 复合/n_new 微生物菌剂/n_medicine 或/c 阿泰灵/nr 等/udeng 喷施/n_new 缓解/n_new 药害/n_new 。/wj ,[],[],['微生物菌剂']
541-1,辣椒/n_crop 炭疽病/n_disease ，可用/v 苯醚甲环唑/n_medicine ，咪鲜胺/n_medicine ，杜邦/nrf 富/vg 星等/n ,['辣椒'],['炭疽病'],"['苯醚甲环唑', '咪鲜胺']"
541-2,药害/n_new ，可/c 选用/v 益/dg 沛/ag 蔬/ng 复合/n_new 微生物菌剂/n_medicine 或/c 阿泰灵/nr 等/udeng 喷施/n_new 缓解/n_new 。/wj ,[],[],['微生物菌剂']
541-3,炭疽病/n_disease ，用/v 咪鲜胺锰盐/n_medicine ，苯甲溴菌腈/n_medicine ，腐霉利/n_medicine ，炭疽/n_disease 福/n 美/ng ，溴菌腈/n_medicine ，啶氧菌酯/n_medicine ，吡唑醚菌酯/n_medicine 喷雾/n_new 防治/vn 。/wj ,[],"['炭疽病', '炭疽']","['咪鲜胺锰盐', '苯甲溴菌腈', '腐霉利', '溴菌腈', '啶氧菌酯', '吡唑醚菌酯']"
542-1,肥害/n_disease 或/c 药害/n_new 等/udeng 外力/n 损伤造成/n_new 的/ude1 ，不/d 是/vshi 病菌/n 性病/n 害/n 。/wj 可/v 选用/v 益/dg 沛/ag 蔬/ng 复合/n_new 微生物菌剂/n_medicine 或/c 阿泰灵/nr 等/udeng 喷施/n_new 缓解/n_new 。/wj ,[],['肥害'],['微生物菌剂']
542-2,药害/n_new 或/c 土壤/n 酸/n 化/k ，可用/v 芸苔素/n_medicine ，碧护/n_medicine ，十二氢/n 钾/n ，芽孢/n 干/v 菌/n 等/udeng 防治/vn ,[],[],"['芸苔素', '碧护']"
542-3,根系不好/n_disease ，缺/v 镁/n ，用/v 腐植酸/n_medicine 和/cc 枯草芽孢杆菌/n_disease 灌/v 墩/ng ，叶面喷施/n_new 碧护/n_medicine 和/cc 螯合/n_new 镁/n 。/wj ,[],"['根系不好', '枯草芽孢杆菌']","['腐植酸', '碧护']"
543-1,脐腐病/n_disease ，病毒病/n_disease ，日/ng 灼/vg 斑/n ，用/p 阿泰灵/nr 和/cc 螯合钙/n_medicine 喷雾/n_new 防治/vn 。/wj ,[],"['脐腐病', '病毒病']",['螯合钙']
543-2,如果/c 个别现象考虑/n_new 病毒病/n_disease 危害/vn 病毒病/n_disease 通常/d 由/p 蓟马/n_disease 锉/n 吸/v 式/k 或/c 蚜虫/n_disease 等/udeng 刺吸式害虫/n_disease 传染/v 导致/v ，只能预防/n_new 难/ad 治愈/v ，温度/n_new 高/a ，日照/n 强/ng ，干旱/a 的/ude1 气候条件/n_new ，缺水缺/n_disease 肥/n 发病/vi 重/v   建议/n 用/p 6%低/a 聚糖/n_new 素/dg 62-/wp 83毫升/q //w 亩/q 喷雾/n_new 1%香菇/n 多糖/n_new 83-/wp 125毫升/q //w 亩/q 喷雾/n_new 8%宁南霉素/n_medicine 75-/wp 104毫升/q //w 亩/q 喷雾/n_new 5%盐酸吗啉胍/n_medicine 400-/wp 500克/q //w 亩/q 喷雾/n_new 2%氨基寡糖素/n_medicine 160-/wp 230毫升/q //w 亩/q 可以/n_new 用/p 以上/f 药剂/n +碧护/n_medicine +烯啶虫胺/n_medicine +氨基酸叶面肥/n_medicine 交替使用/n_new 防治/vn ,[],"['病毒病', '病毒病', '蓟马', '蚜虫', '刺吸式害虫', '缺水缺']","['宁南霉素', '盐酸吗啉胍', '氨基寡糖素', '碧护', '烯啶虫胺', '氨基酸叶面肥']"
543-3,病毒病/n_disease ，0·015％百禾/ng 丹/b AS1000/x －/wp 1500倍/q ，施/v 特灵/nz AS500/x 倍/q 或/c 宁南霉素/n_medicine 300倍/q 高锰酸钾/n 1000倍/q ，5％菌毒清/n_medicine AS300/x 倍/q 或/c 20％病毒/n A/rzv   WP400/x －/wp 600倍/q ，2％菌/n 克/q 毒/n 克/q WP300/x 倍/q 或/c 1·5％植病灵/n_medicine EC1000/x 倍/q ,[],['病毒病'],"['宁南霉素', '菌毒清', '植病灵']"
544-1,如果/c 大面积/d 发生/v ，考虑温度不适/n_new 或/c 药害/n_new 导致/v 叶面/n 可用/v 碧护/n_medicine +磷酸二氢钾/n_medicine 或/c 氨基酸叶面肥/n_medicine 调节/n_new ,[],[],"['碧护', '磷酸二氢钾', '氨基酸叶面肥']"
544-2,温度/n_new 不适/a 或/c 药害/n_new ，可/v 叶面喷施/n_new 碧护/n_medicine ，磷酸二氢钾/n_medicine 缓解/n_new ,[],[],"['碧护', '磷酸二氢钾']"
